Omic,Accuracy,AUC-ROC,Precision,Recall,F1,MCC
cnv,0.7597883597883598,0.5,0.5119729344729345,0.5178571428571429,0.48049573807321266,0.06484787430938246
snv,0.7637566137566136,0.5,0.5041183353683355,0.5190476190476191,0.47944663964876727,0.06147245666258255
meth,0.8937830687830688,0.6428571428571428,0.8824587803500847,0.8096320346320345,0.8270475756374299,0.681841018884864
mRNA,0.8365079365079365,0.75,0.8413219232458363,0.6942640692640693,0.7183345646404452,0.5030626782584098
miRNA,0.7711640211640212,0.5,0.4861518111518112,0.5130952380952382,0.4615975177304965,0.058912191507489366
rppa,0.7715608465608466,0.5833333333333334,0.6143162393162394,0.531060606060606,0.5022775244849713,0.13670949898847642
cnv_snv,0.7597883597883598,0.47619047619047616,0.5208812483812484,0.5333333333333333,0.5014490196514345,0.07138205158745377
cnv_meth,0.9088624338624338,0.726190476190476,0.8971146245059287,0.8429653679653679,0.86140049872608,0.7357131286483184
cnv_mRNA,0.8437830687830689,0.6666666666666666,0.8594485852311939,0.6989177489177488,0.718198917554697,0.516489325513944
cnv_miRNA,0.7674603174603174,0.5,0.3837301587301587,0.5,0.43417857142857147,0.0
cnv_rppa,0.7673280423280423,0.5,0.5225512820512821,0.5286796536796536,0.4925207039337474,0.09422160734775903
snv_meth,0.8974867724867724,0.6428571428571428,0.887406314699793,0.8119047619047619,0.8330331262939957,0.690504173664682
snv_mRNA,0.8583333333333332,0.8333333333333333,0.861408001418871,0.7239177489177488,0.7568907661908328,0.5651995174540876
snv_miRNA,0.7892857142857143,0.5833333333333334,0.7064301994301995,0.575,0.5691557640632572,0.24939251681801128
snv_rppa,0.7822751322751322,0.5833333333333334,0.6168575498575499,0.5441558441558441,0.5159662569930841,0.167829368997459
meth_mRNA,0.8437830687830686,0.6666666666666666,0.9160795243403939,0.6654761904761906,0.6928149157092265,0.512971662197161
meth_miRNA,0.8939153439153438,0.6428571428571428,0.8993603896103896,0.7989177489177489,0.8200519921601822,0.6811590550752359
meth_rppa,0.8939153439153438,0.6428571428571428,0.8993603896103896,0.7989177489177489,0.8200519921601822,0.6811590550752359
mRNA_miRNA,0.862037037037037,0.75,0.8934933110367893,0.7203463203463204,0.7571336398209663,0.5834948496312333
mRNA_rppa,0.8654761904761905,0.75,0.8818335613661701,0.7395021645021644,0.7718402611403278,0.5982313642287082
miRNA_rppa,0.7784391534391534,0.5,0.5891025641025641,0.5297619047619048,0.4919977565494283,0.13245354735226095
cnv_snv_meth,0.9087301587301588,0.6428571428571428,0.9019621212121212,0.831060606060606,0.8526516860288347,0.7256990707430437
cnv_snv_mRNA,0.8619047619047621,0.75,0.8828449883449883,0.725108225108225,0.7576558947342888,0.5796935705210899
cnv_snv_miRNA,0.7566137566137565,0.5,0.4594444444444445,0.5047619047619047,0.4567716101241607,0.018142835351126797
cnv_snv_rppa,0.7562169312169311,0.47619047619047616,0.5104786324786325,0.5095238095238095,0.46895361752471565,0.04188755677738057
cnv_meth_mRNA,0.8437830687830686,0.5833333333333334,0.9160795243403939,0.6654761904761906,0.6928149157092265,0.512971662197161
cnv_meth_miRNA,0.9124338624338625,0.726190476190476,0.90582674571805,0.8440476190476189,0.8648415908324907,0.7446454424841676
cnv_meth_rppa,0.908201058201058,0.726190476190476,0.9132542348955394,0.8285714285714285,0.8497142594924292,0.7293686649765547
cnv_mRNA_miRNA,0.8292328042328043,0.6666666666666666,0.8376981074481075,0.6608225108225108,0.6756999291180604,0.4475803288736463
cnv_mRNA_rppa,0.8513227513227513,0.75,0.8614841752450448,0.7205627705627705,0.7465845546845523,0.5551877273789823
cnv_miRNA_rppa,0.7708994708994708,0.5,0.5738874643874644,0.5358225108225108,0.5059365960383537,0.12106059146910916
snv_meth_mRNA,0.9156084656084655,0.726190476190476,0.9030427724449464,0.851190476190476,0.8700670647182275,0.7507680587988983
snv_meth_miRNA,0.8976190476190476,0.6428571428571428,0.8885276209297949,0.8120129870129871,0.8343626494839841,0.6921057795657417
snv_meth_rppa,0.8976190476190476,0.6428571428571428,0.9035400360509056,0.8083333333333332,0.8294871761134406,0.6963980988996222
snv_mRNA_miRNA,0.8838624338624339,0.8333333333333333,0.9023768514094602,0.769047619047619,0.8028993716736548,0.6526593376964761
snv_mRNA_rppa,0.8033068783068783,0.75,0.7134997212931996,0.6251082251082251,0.6361237724142441,0.3276095758335244
snv_miRNA_rppa,0.7822751322751322,0.5833333333333334,0.6417507122507123,0.544047619047619,0.5177094542719957,0.17425746246244161
meth_mRNA_miRNA,0.8402116402116402,0.5833333333333334,0.9145837978446674,0.6583333333333333,0.6821618424231745,0.4982665493889681
meth_mRNA_rppa,0.8579365079365079,0.5833333333333334,0.9145690939495286,0.7011904761904761,0.7279779896878622,0.5597868098130739
meth_miRNA_rppa,0.9013227513227513,0.726190476190476,0.9070886504799548,0.8155844155844155,0.8381876970350175,0.7095327945242946
mRNA_miRNA_rppa,0.850925925925926,0.75,0.8598339703774487,0.7155844155844155,0.7429170120659483,0.5483465471391602
cnv_snv_meth_mRNA,0.9342592592592593,0.8333333333333333,0.9385297854319594,0.875,0.8988140025349327,0.809488811560294
cnv_snv_meth_miRNA,0.9050264550264551,0.6428571428571428,0.8998870223978919,0.8227272727272726,0.8460872039992363,0.7145297620020087
cnv_snv_meth_rppa,0.9193121693121693,0.7857142857142857,0.9246972049689441,0.8535714285714284,0.8747582498802011,0.770438830337669
cnv_snv_mRNA_miRNA,0.8476190476190476,0.6666666666666666,0.9029473581973582,0.6797619047619048,0.7061816528123565,0.5242540758476097
cnv_snv_mRNA_rppa,0.8142857142857143,0.6666666666666666,0.7896987348400392,0.6511904761904762,0.6684423725997795,0.40816200208307923
cnv_snv_miRNA_rppa,0.7527777777777778,0.5,0.45905413105413106,0.5023809523809524,0.45556709270202067,0.00792596070015531
cnv_meth_mRNA_miRNA,0.840079365079365,0.5833333333333334,0.9141773504273504,0.6571428571428571,0.6850876429819538,0.5010964952132263
cnv_meth_mRNA_rppa,0.8580687830687831,0.5833333333333334,0.9148558832471876,0.7023809523809523,0.7269561617881435,0.5597004229385346
cnv_meth_miRNA_rppa,0.908201058201058,0.726190476190476,0.9132542348955394,0.8285714285714285,0.8497142594924292,0.7293686649765547
cnv_mRNA_miRNA_rppa,0.8583333333333334,0.75,0.8703856903965599,0.725108225108225,0.7540044053652727,0.5698652391047762
snv_meth_mRNA_miRNA,0.9156084656084655,0.726190476190476,0.9030427724449464,0.851190476190476,0.8700670647182275,0.7507680587988983
snv_meth_mRNA_rppa,0.8579365079365079,0.5833333333333334,0.9143263403263402,0.7,0.7288387714182092,0.5593905457765456
snv_meth_miRNA_rppa,0.8976190476190476,0.6428571428571428,0.9035400360509056,0.8083333333333332,0.8294871761134406,0.6963980988996222
snv_mRNA_miRNA_rppa,0.8108465608465609,0.75,0.7530967112597547,0.637012987012987,0.6530724684401835,0.37010661355862196
meth_mRNA_miRNA_rppa,0.8652116402116402,0.6666666666666666,0.9179344785649132,0.7166666666666667,0.7470417273686211,0.5867225448677533
cnv_snv_meth_mRNA_miRNA,0.9232804232804233,0.8333333333333333,0.9166927818558255,0.8666666666666666,0.8853357026159067,0.7801372869422425
cnv_snv_meth_mRNA_rppa,0.8436507936507937,0.5833333333333334,0.9077665112665111,0.6702380952380952,0.6930032538932835,0.5089212250614559
cnv_snv_meth_miRNA_rppa,0.9193121693121693,0.726190476190476,0.9271040372670807,0.8476190476190475,0.8716413667633178,0.7662374033894703
cnv_snv_mRNA_miRNA_rppa,0.8144179894179894,0.75,0.7982781662781663,0.6464285714285715,0.6653459831736029,0.40894475405927533
cnv_meth_mRNA_miRNA_rppa,0.8619047619047618,0.6666666666666666,0.9162285142393838,0.7107142857142857,0.7424390600184976,0.5797927189155818
snv_meth_mRNA_miRNA_rppa,0.8652116402116402,0.5833333333333334,0.9182212678625721,0.7166666666666666,0.7430833915323944,0.5823726549156631
cnv_snv_meth_mRNA_miRNA_rppa,0.8472222222222221,0.5833333333333334,0.9095998445998446,0.6785714285714285,0.7006874968781741,0.5207623252514051
